Display_Name,Ontology_Geo_point,Geo_point,Start_Date,disaster_id,End_Date,Disaster_Group,Disaster_Subgroup,Disaster_Type,Disaster_Subtype,Event_Name,ISO,Country,Subregion,Region,Location,Origin,Associated_Types,OFDABHA_Response,Appeal,Declaration,AID_Contribution_000_US,Magnitude,Magnitude_Scale,Total_Deaths,No_Injured,No_Affected,No_Homeless,Total_Affected,Reconstruction_Costs_Adjusted_000_US,Insured_Damage_000_US,Insured_Damage_Adjusted_000_US,Total_Damage_000_US,Total_Damage_Adjusted_000_US,GADM_Admin_Units,Entry_Date,Last_Update,_newCountry,_newISO3,_newISO2
New Zealand -Earthquake -2011-02-22,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2011-02-22,2011-0068-NZL,,Natural,Geophysical,Earthquake,Ground movement,,NZL,New Zealand,Australia and New Zealand,Oceania,Christchurch city (Canterbury province),,,Yes,No,Yes,9823,6.1,Moment Magnitude,181,1500,300000,,301500,,1.2E7,1.6734599E7,1.5E7,2.0918249E7,"[{""gid_2"":""NZL.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ashburton""},{""gid_2"":""NZL.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Christchurch""},{""gid_2"":""NZL.3.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Hurunui""},{""gid_2"":""NZL.3.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mackenzie""},{""gid_2"":""NZL.3.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Selwyn""},{""gid_2"":""NZL.3.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Timaru""},{""gid_2"":""NZL.3.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waimakariri""},{""gid_2"":""NZL.3.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waimate""}]",2014-07-28,2025-12-20,New Zealand,NZL,NZ
New Zealand -Earthquake -2011-06-13,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2011-06-13,2011-0388-NZL,,Natural,Geophysical,Earthquake,Ground movement,,NZL,New Zealand,Australia and New Zealand,Oceania,"Canterbury, Nelson-marlborough, Otago, Southland, Westland provinces",,"Slide (land, mud, snow, rock)",No,No,No,,5.9,Moment Magnitude,1,45,,300,345,,2000000.0,2789100.0,3000000.0,4183650.0,"[{""gid_2"":""NZL.12.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Central Otago""},{""gid_2"":""NZL.12.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Clutha""},{""gid_2"":""NZL.12.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Dunedin""},{""gid_2"":""NZL.12.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Queenstown-Lakes""},{""gid_2"":""NZL.13.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Auckland islands""},{""gid_2"":""NZL.13.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Campbell Islands""},{""gid_2"":""NZL.14.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Gore""},{""gid_2"":""NZL.14.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Invercargill""},{""gid_2"":""NZL.14.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Southland""},{""gid_2"":""NZL.16.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tasman""},{""gid_2"":""NZL.19.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Buller""},{""gid_2"":""NZL.19.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Grey""},{""gid_2"":""NZL.19.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Westland""},{""gid_2"":""NZL.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ashburton""},{""gid_2"":""NZL.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Christchurch""},{""gid_2"":""NZL.3.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Hurunui""},{""gid_2"":""NZL.3.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kaikoura""},{""gid_2"":""NZL.3.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mackenzie""},{""gid_2"":""NZL.3.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Selwyn""},{""gid_2"":""NZL.3.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Timaru""},{""gid_2"":""NZL.3.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waimakariri""},{""gid_2"":""NZL.3.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waimate""},{""gid_2"":""NZL.8.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Marlborough""},{""gid_2"":""NZL.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Nelson""}]",2011-10-19,2025-12-20,New Zealand,NZL,NZ
New Zealand -Earthquake -2016-11-14,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2016-11-14,2016-0395-NZL,,Natural,Geophysical,Earthquake,Tsunami,,NZL,New Zealand,Australia and New Zealand,Oceania,"Culverden, Kaikoura (Canterbury province), Wellington province",,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",No,No,No,,7.8,Moment Magnitude,2,50,,,50,,2100000.0,2744696.0,3900000.0,5097292.0,"[{""gid_1"":""NZL.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Wellington""},{""gid_1"":""NZL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Canterbury""},{""gid_1"":""NZL.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Chatham Islands""}]",2016-11-17,2025-12-20,New Zealand,NZL,NZ
New Zealand -Storm -2021-06-19,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2021-06-19,2021-0317-NZL,,Natural,Meteorological,Storm,Tornado,,NZL,New Zealand,Australia and New Zealand,Oceania,"Aukland City (North Island, northern New Zealand)",,,No,No,No,,,Kph,1,,750,,750,,,,30000.0,34730.0,"[{""gid_1"":""NZL.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Auckland""}]",2021-06-22,2025-12-20,New Zealand,NZL,NZ
New Zealand -Storm -2012-12-06,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2012-12-06,2012-0533-NZL,,Natural,Meteorological,Storm,Tornado,,NZL,New Zealand,Australia and New Zealand,Oceania,Auckland province,,,No,No,No,,110.0,Kph,3,7,450,,457,,,,9100.0,12433.0,"[{""gid_1"":""NZL.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Auckland""}]",2013-01-28,2025-12-20,New Zealand,NZL,NZ
New Zealand -Storm -2007-03-29,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2007-03-29,2007-0133-NZL,,Natural,Meteorological,Storm,Tropical cyclone,Becky,NZL,New Zealand,Australia and New Zealand,Oceania,Bay of Islands area (Northland province),,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,300,,300,,,,,,"[{""gid_1"":""NZL.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Northland""}]",2007-04-10,2025-12-20,New Zealand,NZL,NZ
New Zealand -Wildfire -2020-10-04,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2020-10-04,2020-0428-NZL,,Natural,Climatological,Wildfire,Forest fire,,NZL,New Zealand,Australia and New Zealand,Oceania,Lake Ohau (Canterbury),High winds,,No,No,No,,,Km2,,,195,,195,,,,10000.0,12120.0,"[{""gid_1"":""NZL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Canterbury""}]",2020-10-15,2025-12-20,New Zealand,NZL,NZ
New Zealand -Flood -2021-05-29,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2021-05-29,2021-0298-NZL,,Natural,Hydrological,Flood,Flood (General),,NZL,New Zealand,Australia and New Zealand,Oceania,"West Coast, Auckland and Otago (Canterbury Region)",Heavy rains,,No,No,Yes,,,Km2,,,750,,750,,,,50000.0,57883.0,"[{""gid_1"":""NZL.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Otago""},{""gid_1"":""NZL.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Auckland""}]",2021-06-21,2025-12-20,New Zealand,NZL,NZ
New Zealand -Extreme temperature -2001-01-01,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2001-01-01,2001-0779-NZL,,Natural,Meteorological,Extreme temperature,Heat wave,,NZL,New Zealand,Australia and New Zealand,Oceania,"Canterbury, Nelson-marlborough, Otago, Southland, Westland provinces",,Drought,No,No,No,,,°C,,,,,,,,,200000.0,354317.0,"[{""gid_1"":""NZL.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Otago""},{""gid_1"":""NZL.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Southland""},{""gid_1"":""NZL.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""West Coast""},{""gid_1"":""NZL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Canterbury""},{""gid_2"":""NZL.16.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Tasman""},{""gid_2"":""NZL.8.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Marlborough""},{""gid_2"":""NZL.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Nelson""}]",2006-03-08,2025-12-20,New Zealand,NZL,NZ
New Zealand -Flood -2002-01-12,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2002-01-12,2002-0036-NZL,,Natural,Hydrological,Flood,Riverine flood,,NZL,New Zealand,Australia and New Zealand,Oceania,Canterbury province,Heavy rains,,No,No,No,,8030.0,Km2,,,300,,300,,,,500.0,872.0,"[{""gid_1"":""NZL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Canterbury""}]",2005-09-21,2025-12-20,New Zealand,NZL,NZ
New Zealand -Flood -2016-03-23,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2016-03-23,2016-0096-NZL,,Natural,Hydrological,Flood,Flash flood,,NZL,New Zealand,Australia and New Zealand,Oceania,"Riwaka city (Administrative unit not available district, Nelson-marlborough province), Administrative unit not available district (Westland province)",,,No,No,No,,39333.76,Km2,,,300,,300,,,,25000.0,32675.0,"[{""gid_2"":""NZL.16.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tasman""},{""gid_2"":""NZL.19.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Buller""},{""gid_2"":""NZL.19.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Grey""},{""gid_2"":""NZL.19.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Westland""},{""gid_2"":""NZL.3.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kaikoura""},{""gid_2"":""NZL.8.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Marlborough""},{""gid_2"":""NZL.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Nelson""}]",2016-04-11,2025-12-20,New Zealand,NZL,NZ
New Zealand -Storm -2017-07-21,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2017-07-21,2017-0319-NZL,,Natural,Meteorological,Storm,Blizzard/Winter storm,,NZL,New Zealand,Australia and New Zealand,Oceania,"Otago (Dunedin, Taieri, Outram, Henley, Mosgiel, Oamaru, Milton), Canterbury (Christchurch, Selwyn, Timaru), Auckland, Wellington, Waikato (Waihi, Taupo, Rotorua), Bay of Plenty (Murupara), East Cape (Hicks Bay)",,Flood|Snow/ice,No,No,Yes,,,Kph,,,171,12,183,,,,20000.0,25595.0,"[{""gid_1"":""NZL.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Otago""},{""gid_1"":""NZL.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Waikato""},{""gid_1"":""NZL.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Wellington""},{""gid_1"":""NZL.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Auckland""},{""gid_1"":""NZL.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bay of Plenty""},{""gid_1"":""NZL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Canterbury""},{""gid_1"":""NZL.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Chatham Islands""},{""gid_1"":""NZL.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gisborne""}]",2017-08-04,2025-12-20,New Zealand,NZL,NZ
New Zealand -Flood -2000-08-20,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2000-08-20,2000-0558-NZL,,Natural,Hydrological,Flood,Flood (General),,NZL,New Zealand,Australia and New Zealand,Oceania,Canterbury province,,,No,No,No,,,Km2,,,,,,,,,1000.0,1822.0,"[{""gid_1"":""NZL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Canterbury""}]",2003-07-01,2025-12-20,New Zealand,NZL,NZ
New Zealand -Storm -2000-10-11,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2000-10-11,2000-0687-NZL,,Natural,Meteorological,Storm,Storm (General),,NZL,New Zealand,Australia and New Zealand,Oceania,Canterbury province,,,No,No,No,,160.0,Kph,,,,,,,,,,,"[{""gid_1"":""NZL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Canterbury""}]",2003-07-01,2025-12-20,New Zealand,NZL,NZ
New Zealand -Flood -2020-02-01,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2020-02-01,2020-0043-NZL,,Natural,Hydrological,Flood,Flood (General),,NZL,New Zealand,Australia and New Zealand,Oceania,Gore district (Southland); Clutha District (Otago),Hevay rains,,No,No,Yes,,,Km2,,,2400,,2400,,,,29000.0,35149.0,"[{""gid_1"":""NZL.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Otago""},{""gid_1"":""NZL.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Southland""}]",2020-02-05,2025-12-20,New Zealand,NZL,NZ
New Zealand -Earthquake -2010-09-04,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2010-09-04,2010-0463-NZL,,Natural,Geophysical,Earthquake,Ground movement,,NZL,New Zealand,Australia and New Zealand,Oceania,Christchurch city (Canterbury province),,,No,No,Yes,,7.0,Moment Magnitude,,2,300000,,300002,,5000000.0,7192869.0,6500000.0,9350729.0,"[{""gid_2"":""NZL.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ashburton""},{""gid_2"":""NZL.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Christchurch""},{""gid_2"":""NZL.3.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Hurunui""},{""gid_2"":""NZL.3.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mackenzie""},{""gid_2"":""NZL.3.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Selwyn""},{""gid_2"":""NZL.3.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Timaru""},{""gid_2"":""NZL.3.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waimakariri""},{""gid_2"":""NZL.3.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waimate""}]",2010-10-14,2025-12-20,New Zealand,NZL,NZ
New Zealand -Drought -2013-01-01,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2013-01-01,2013-9203-NZL,,Natural,Climatological,Drought,Drought,,NZL,New Zealand,Australia and New Zealand,Oceania,"Auckland, Bay of Plenty, East Cape, Hawke's Bay, Northland, Taranaki, Waikato, Wanganui-manawatu, Wellington provinces (North Island)",,,No,No,No,,,Km2,,,,,,,,,823000.0,1108213.0,"[{""gid_1"":""NZL.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Northland""},{""gid_1"":""NZL.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Taranaki""},{""gid_1"":""NZL.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Waikato""},{""gid_1"":""NZL.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Wellington""},{""gid_1"":""NZL.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Auckland""},{""gid_1"":""NZL.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bay of Plenty""},{""gid_1"":""NZL.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Chatham Islands""},{""gid_1"":""NZL.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gisborne""},{""gid_1"":""NZL.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Hawke's Bay""},{""gid_1"":""NZL.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Manawatu-Wanganui""}]",2014-03-20,2025-12-20,New Zealand,NZL,NZ
New Zealand -Flood -2015-05-13,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2015-05-13,2015-0206-NZL,,Natural,Hydrological,Flood,Flood (General),,NZL,New Zealand,Australia and New Zealand,Oceania,Wellington province,Heavy rains,,No,No,No,,7484.0,Km2,1,,100,,100,,,,100000.0,132349.0,"[{""gid_1"":""NZL.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Wellington""},{""gid_1"":""NZL.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Chatham Islands""}]",2015-06-04,2025-12-20,New Zealand,NZL,NZ
New Zealand -Volcanic activity -2019-12-09,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2019-12-09,2019-0598-NZL,,Natural,Geophysical,Volcanic activity,Ash fall,Whakaari/White Island volcano,NZL,New Zealand,Australia and New Zealand,Oceania,Whakaari/White Island,,,No,No,No,,,,21,23,,,23,,,,,,,2019-12-09,2025-03-18,New Zealand,NZL,NZ
New Zealand -Flood -2023-01-27,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2023-01-27,2023-0046-NZL,,Natural,Hydrological,Flood,Flood (General),,NZL,New Zealand,Australia and New Zealand,Oceania,"Kelston, Albany, Randwick Park, Mangere, Wellsford, Warkworth and Kumeu Region (Auckland)",Heavy rains,,No,No,Yes,,,Km2,4,,3786,1614,5400,,1300000.0,1338344.0,1900000.0,1956041.0,,2023-01-30,2024-10-28,New Zealand,NZL,NZ
New Zealand -Storm -2023-02-11,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2023-02-11,2023-0079-NZL,,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Gabrielle',NZL,New Zealand,Australia and New Zealand,Oceania,"Northland, Auckland, Tairawhiti, Bay of Plenty, Waikato, and Hawkes Bay",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,140.0,Kph,11,,10500,,10500,,1900000.0,1956041.0,2800000.0,2882586.0,,2023-02-13,2024-01-16,New Zealand,NZL,NZ
New Zealand -Storm -2023-04-09,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2023-04-09,2023-0214-NZL,,Natural,Meteorological,Storm,Tornado,,NZL,New Zealand,Australia and New Zealand,Oceania,"Mapua Town, Nelson City (Tasman District); Auckland City",,Hail|Lightening,No,No,No,,,Kph,,,303,,303,,,,,,,2023-04-11,2023-09-26,New Zealand,NZL,NZ
New Zealand -Storm -2024-06-25,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2024-06-25,2024-0459-NZL,,Natural,Meteorological,Storm,Severe weather,,NZL,New Zealand,Australia and New Zealand,Oceania,Hawke's Bay and Tairawhiti regions,,Flood|Surge,No,No,Yes,,,Kph,,,1200,,1200,,,,,,,2024-07-11,2024-07-15,New Zealand,NZL,NZ
New Zealand -Flood -2015-06-22,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2015-06-22,2015-0256-NZL,,Natural,Hydrological,Flood,Riverine flood,,NZL,New Zealand,Australia and New Zealand,Oceania,"Horowhenua, Manawatu, Rangitikei, Whanganui areas (Wanganui-manawatu province), Taranaki province",Heavy rains,,No,No,No,,8948.6,Km2,,,400,,400,,,,171000.0,226316.0,"[{""gid_1"":""NZL.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Taranaki""},{""gid_1"":""NZL.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Manawatu-Wanganui""}]",2015-07-15,2025-12-20,New Zealand,NZL,NZ
New Zealand -Explosion (Industrial) -2010-11-19,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2010-11-19,2010-0604-NZL,,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),Coal mine,NZL,New Zealand,Australia and New Zealand,Oceania,Pike River,,,No,No,No,,,m3,29,2,,,2,,,,,,,2010-11-22,2023-09-25,New Zealand,NZL,NZ
New Zealand -Water -2010-12-13,"-40.9005570,174.8859710","{longitude=174.885971, latitude=-40.900557}",2010-12-13,2010-0640-NZL,,Technological,Transport,Water,Water,,NZL,New Zealand,Australia and New Zealand,Oceania,,,,No,No,No,,,,22,,20,,20,,,,,,,2011-01-04,2023-09-25,New Zealand,NZL,NZ
